job_id,category,job_title,job_description,job_skill_set
3906227054,hr,human resources assistant,2062 per hour at corecivic our employees are driven by a deep sense of service high standards of professionalism and a responsibility to better the public good we are currently seeking a human resources assistant who has a passion for providing the highest quality care in an institutional secure setting come join a team that is dedicated to making an impact for the people and communities we serve the human resources assistant performs varied and moderately complex clerical functions and related general office duties that require independent judgment in the use of work methods and procedures in the areas of human resources and payroll administration they will provide support in the areas of employee benefits and services employee relations compliance safety and health wage and salary administration performance management and employment which includes recruiting selection and orientation review and process human resources and payroll documents verify that required forms are accurate and complete for processingmaintain personnel and medical files in compliance with policy and procedures process personnel and payroll documents through regular use of software applications including but not limited to promotions demotions transfers and salary changesassist in the implementation and administration of human resources policies procedures and programs respond to staff inquiries or requests regarding hr programs or refers to appropriate staff member or facility support center for further assistance as neededassist with the implementation and maintenance of an ongoing recruiting program for staffing needs qualifications high school diploma ged certification or equivalent is requiredtwo years of experience in fulltime clerical or administrative office work is required preferably in human resources administration additional qualifying education at an accredited college business school or technical institute in office administration or a related field may be substituted for the required experience on a yearforyear basis up to one yearexperience in microsoft office applications or other similar software applications is requiredknowledge of jd edwards and kronos is strongly preferreda valid drivers license is requiredminimum age requirement must be at least 18 years of age corecivic is a drugfree workplace and eoeincluding disabilityveteran,"['human resources administration', 'recruiting', 'microsoft office', 'clerical functions', 'office administration', 'independent judgment', 'communication', 'teamwork', 'problem solving', 'attention to detail', 'customer service', 'payroll administration', 'employee benefits', 'compliance', 'performance management', 'jd edwards', 'kronos']"
3905298637,hr,human resources business partner,what makes a honda is who makes a honda honda has a clear vision for the future and its a joyful one we are looking for individuals with the skills courage persistence and dreams that will help us reach our futurefocused goals at our core is innovation honda is constantly innovating and developing solutions to drive our business with record success we strive to be a company that serves as a source of power that supports people around the world who are trying to do things based on their own initiative and that helps people expand their own potential to this end honda strives to realize the joy and freedom of mobility by developing new technologies and an innovative approach to achieve a zero environmental footprint we are looking for qualified individuals with diverse backgrounds experiences continuous improvement values and a strong work ethic to join our team if your goals and values align with hondas we want you to join our team to bring the future job purpose the hr business partner hrbp supports the bhr sr leader sr hrbps and partners with business leaders to provide endtoend human capital solutions that advance the business agenda the hrbp serves as a partner and provides guidance to leaders to support organizational objectives and business strategies the hrbp position is responsible for aligning hr programs and policies with business objectives within designated business units the position serves as a consultant to management on human resourcerelated issues acts as a change agent and seeks to develop integrated solutions all the while working closely and in conjunction with other hr functions and coes key accountabilities partner with business unitsplant leaders to integrate people strategies within the overall organizational strategy address hr related trends and issues impacting the business and provide forwardthinking insights recommendations plans tools and solutions ensure hr programs processes and services delivery are based on the business environmentstrategy and talent implications by working with coes hr ops and hr leadersprovide hr consulting services to business plant leaders as it relates to human resources programs and policies often encompassing all areas of human resourcesanalyze data to identify trends gaps and priorities particularly in the areas of performance management talent development and workforce planningcounsel business leaders on people matters qualifications experience and skills bachelors degree in a relevant field6 years of hr experience as an hrbp andor hr generalist with considerable experience in one or more of the following compensation associate relations talent management continuous process improvement change management d  i and odexcellent team building skills selfmotivated with the ability to multitask in a fast paced high volume environmentstrong business acumen and understanding of the hr strategic partnership in driving business resultscreative problem solver with strong attention to detail organization and followup skillsdemonstrated success in developing and implementing a variety of human capital strategies in support of business objectives and goals strong understanding of federal and state employment laws and regulations as it pertains to employment related mattersstrong communication problem solving and negotiation skillsstrong collaboration skills with all levels within the organization workstyle onsite benefits and total rewards what differentiates honda and makes us an employer of choice total rewards competitive base salaryannual bonusovertimeindustry leading benefit plans medical dental vision rxpaid time off including vacation paid holidays sick time personal days401k plan with company match  additional contributionlifestyle bonus career growth advancement opportunitiescareer mobility education reimbursement for continued learningtraining and development programs additional offerings wellbeing programcommunity service and engagement programsproduct programsfree drinks onsite honda is an equal opportunity employer and considers qualified applicants for employment without regard to race color creed religion national origin sex sexual orientation gender identity and expression age disability veteran status or any other protected factor,"['hr experience', 'data analysis', 'talent management', 'process improvement', 'communication', 'problem solving', 'team building', 'collaboration', 'self-motivation', 'organizational skills', 'attention to detail', 'multi-tasking', 'compensation management', 'change management', 'employment law knowledge', 'human capital strategy development', 'negotiation']"
3898176212,hr,vice president human resources,vice president of human resourceslocation primarily inperson either at la quinta or bakersfield california sun world international is a californiabased agriculture and technology firm engaged in fruit variety development technology intellectual property and licensing technology and ip pursuits include a leading fruit breedinggenetics programs a broadbased portfolio of plant patents and trademarks and investments in agriculture technology startups benefiting its global licensees licensing consists of sharing new proprietary stone fruit and table grape varieties and the ip they comprise with likeminded fruit growers and marketers in more than 15 countries around the world the company prizes creativity innovation and an entrepreneurial spirit its people strive for excellence by demonstrating leadership passion kindness authenticity courage initiative and curiosity about the opportunity the vice president of human resources is responsible for developing and administering all human resourcerelated strategies policies and programs and in so doing for helping to articulate the companys culture and values as well as its commitment to diversity equity and inclusion the person occupying this management role will enable and support a highly engaged and connected global team with high morale and retention creative analysis independent thought and a proactive approach to adding value to the organization are key elements of this position reports to president  chief operating officer with dotted line reporting to chief financial officer on payroll and benefits matterspersonnel supervised people  culture managerhours worked full time 40 hoursweek mondayfriday evening and weekend hours as neededcompensation base salary 135k160k plus bonus potential up to 30 and a comprehensive benefits package supporting employee wellness and security primary duties  responsibilitiesformulate recommend and ensure adherence to the companys hr strategies policies and objectives while protecting interests of employees and the company in accordance with company hr policies and applicable governmental laws and regulations act as primary contact with labor counsel and outside government labor related agenciesestablishmaintain position descriptions wage and salary structure pay policies performance appraisal programs employee benefit programs and services and company safety and health programs monitor for effectiveness and cost containmentestablish standard recruiting and placement practices and procedures and work effectively with respective hiring managers in the process of recruiting new employeesdevelop and administer effective employee onboarding and offboarding processes and serve as the lead point of hr contact for employees maintain the companys employee handbook to ensure that it complies with current labor regulations and practices establish and maintain effective working relationships with the companys payroll benefits 401k safety and workers compensation service providers administer these employee welfare programs and be the companys point person for external audits of these programs establish and assist with implementation of all training programs while staying current with hr trends best practices employee training and regulationsresponsible for the continued development and implementation of the companys diversity equity and inclusion dei initiatives maintain a disciplined filing system for personnel files and other relevant hr documentationadditional duties responsibilities and projects as assigned required skills  knowledgebachelors degree in human resources or a related field masters degree and hrci certification are pluses minimum 10 years of experience gained through increasingly responsible management positions within human resources hr knowledge of and experience working in california preferred strong interpersonal management leadership conflict resolution problemsolving and mediation skillsselfstarter works well under pressure ability to positively adapt to changing prioritiesstrong work ethic and team mentality and high degree of accountabilityexcellent english verbal and written communication skills with proven ability to meet deadlines ability to speak read and write spanish is helpful but not requiredbroad background with knowledge of organizational design and planning employment compensation payroll employee benefits employee relations and training and developmentsolid knowledge of hr legal requirements and government reporting regulations to ensure that the company is in compliance with the related policies procedures and reportingcomputer literacy proficient in microsoft office suiteproficiency in hris and talent management systemsprimary base location will be at companys administrative office in bakersfield california or executive office in la quinta california ability to work flexible hours to accommodate employees based in countries other than the united states,"['human resources management', 'conflict resolution', 'problem solving', 'employee relations', 'organizational design', 'hr legal compliance', 'microsoft office suite', 'hris and talent management systems', 'payroll management', 'employee benefits administration', 'training and development', 'performance appraisal programs', 'recruiting and placement practices', 'leadership', 'interpersonal skills', 'communication', 'adaptability', 'teamwork', 'initiative', 'creativity', 'work ethic', 'accountability', 'curiosity', 'diversity, equity, and inclusion (dei) initiatives', 'bilingual (english/spanish)']"
3899526653,hr,human resources intern,were looking for sensitive highly intuitive and driven entrylevel hr professionals who will be tasked with recruiting and managing these interns employees and partners and enable them to seamlessly integrate into our unique work environment note this is a challenging but extremely rewarding role for anyone with a passion for hr and a sincere interest in developing their own inner potential read what our interns and employees have to say about us on out linkedin page learn more about our company at wwwxirclscom responsibilities source prospective candidates through linkedin job posts promote job openings on social media job boards and internally screen resumes schedule interviews and interview candidates if interested help manage our product growth teams and do everything required to help them succeed requirements excellent verbal  written communication skills comfort  ease in front of the camera for making job opening videos comfortable with regular oneonone and group video calls ability to work in a team immense resolve to achieve targets high degree of ownership in taking things to completion benefits flexible work hours work with a crossfunctional multicultural team gain experience working for a budding startup with global reach compensation structurethis is an unpaid internship,"['team management', 'communication', 'teamwork', 'problem solving', 'initiative', 'adaptability', 'recruiting', 'resume screening', 'social media promotion', 'video communication']"
3901635742,hr,human resources director,overview of clientour client located in downtown chicago is a multistate nonprofit that helps children and families see and create a future where regardless of their past they can reach their full potential they serve over 10000 children and families each year through education centers child and family services behavioral health resources and residential programs to empower children and families this is a hybrid role working 3 to 4 days in the office the compensation for this position is a base salary of 120000 annually there is currently no bonus offering job summary reporting directly to the chief people officer cpo the human resources director will manage a team comprised of hr business partners in addition to overseeing employee relations dei work across the organization employee benefits leave of absences hr reporting and analytics rewards and recognition performance management and development planning compensation benefits hris payroll hr compliance policy development and administration and coordination and compliance of all employment files this role is central to creating a diverse respectful engaging and inclusive work environment for an organization of 800 employees the ideal candidate will havebachelors degree in human resources business administration organizational development or related field requiredmasters degree or a related advanced degree preferredrecent nonprofit experience as a human resources leader highly preferredability to travel throughout the states of illinois and florida up to 30 of the timea strong reputation for being innovative known for having impressive relationship management skills as well as being consistently recognized as a trusted advisor and approachable resourceminimum of 5 years of experience managing coaching and developing a team of human resources professionals that include human resources generalists andor hr business partners preferably fieldbaseddeep employee relations experience and expertisedemonstrated experience understanding key attrition drivers and creating and introducing impactful and realistic workforce retention strategies specifically across a highly distributed entrylevel workforcedeep experience and working expertise in managing workers compensation and leave of absence casesadvanced level knowledge of hrrelated reporting and analytics to include advanced working knowledge of microsoft exceladvanced experience successfully managing hris and payroll processingsignificant experience leading comprehensive compensation market studies and introducing required enhancements to the organizationadvanced experience partnering with external and internal resources to identify and introduce competitive and comprehensive health and wellness benefits to an organization to include annual open enrollmentstrong change management process management and project management skillssignificant experience creating introducing and managing an organizationalwide rewards and recognition programexperience developing and administering relevant hr policiessignificant experience in human resources compliance to include maintaining accurate employee filesrecordsexperience successfully implementing new hr technology and systems to an organizationadvanced experience modernizing and introducing an organizationalwide performance management program to include development planning and associated key processesdemonstrated experience identifying and introducing impactful diversity equity inclusion and belonging programs that lead to stronger employee engagement and retentionsubstantial experience assessing managing coaching and developing direct reportsdeep experience partnering closely with department heads and the hr team to identify key engagement drivers and develop programs that enhance employee satisfaction and motivationthe natural ability to command respect through fostering positive relationships and providing valuable guidance in challenging situations across all levels of an organizationdemonstrated experience being able to navigate and resolve conflicts effectively while also offering innovative solutions to challenges as they ariseadvanced written and verbal business communication skills to include being highly capable of facilitating workshops to large groupsa natural curiosity to understand an organizations strategic and operational prioritiesworking knowledge of the latest human resources trends and best practicesability to work collaboratively with the cpo to plan lead direct develop and coordinate the policies activities and staff of the hr department ensuring legal compliance and implementation of the organizations mission and strategyability to maintain confidentiality and discretion as requiredrelevant hr certification desired  phr sphr shrmcp shrmscp preferredvalid drivers license and acceptable driving record with the ability to obtain the organizations required levels of coverage for auto insurancethe ability to pass a comprehensive background check to include fingerprintingthe ability to pass a drug test in accordance with local state and federal regulations essential duties and responsibilities to includemanaging the daytoday organizational hr support delivered by direct reports fostering communicative and collaborative relationships with colleaguesserving as a trusted business partner to the senior leadership team ensuring consistent and transparent communication that supports strategic priorities and business needsleveraging the required skills needed for the role to produce exceptional results in a variety of hrrelated areasdeveloping and implementing a comprehensive employee engagement and retention strategy aligned with the organizations goals and valuesimplementing initiatives that promote employee wellbeing worklife balance and a sense of belongingconducting regular surveys focus groups and oneonone interviews to gauge employee satisfaction and identify areas for improvement using datadriven insights to continually assess and improve engagement strategiesoversight of planning coordinating and executing employee activities and events that enhance employee morale satisfaction and commitment and align to the strategy of creating a highly engaged cultureproviding leadership and guidance to a team of professionals dedicated to employee engagement satisfaction accountability and retentionimplementing human resources strategies by establishing department accountabilities including employment processing communication and compensation programresearching proposing and managing the benefits program for the organization along with the cpo to ensure the best total rewards are being offered to employeesleading and managing the annual open enrollment process for employee benefits with a corresponding communication strategyensuring compliance with all local state and federal laws eeo and osha reporting and collaborating with the cpo and outside counsel as neededdirect timely processing of all workers compensation fmla leaves of absence and unemployment claims by hr teamoverseeing and approving all assigned hris employeerelated workflowsmonitoring and overseeing internal and external equity and hr metricsremaining abreast of human resources trends and the nonprofit sector through relevant webinars books articles blogs and other sourcesensuring the organization complies with federal state and local legal requirements by studying existing and new legislationoversight of maintaining company organizational charts and the employee directorymanaging revisions and updates to the organizations employee handbook as necessaryperforming all other duties as assigned physical demands  work environment the physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job the position requires visual and auditory acuity within professionally determined normal ranges with correction if need and manual dexterity sufficient to operate a computer and office equipment including but not limited to the telephone computer and photocopier the employee is occasionally required to move items up to 50 pounds our client is committed to providing reasonable accommodations to qualified individuals with disabilities and ensuring equal access to employment opportunities if you require any accommodations throughout the hiring process please inform the assigned recruiter of your needs and every effort will be made to accommodate them,"['hr management', 'employee relations', 'hr reporting and analytics', 'hris management', 'payroll processing', 'compensation management', 'benefits administration', 'policy development', 'compliance management', 'performance management', 'project management', 'microsoft excel', 'employee engagement strategies', 'organizational development', 'conflict resolution', 'coaching and development', 'employee satisfaction surveys', 'communication', 'relationship management', 'leadership', 'problem solving', 'collaboration', 'trustworthiness', 'innovation', 'adaptability', 'confidentiality', 'diversity, equity, inclusion programs', 'change management', ""workers' compensation management"", 'hr technology implementation', 'curiosity']"
3899523473,hr,human resources representative,akkodis is seeking a human resources representative for a contract position with a client located in auburn hills mi ideally looking who has previous experience in an automotive environment pay range 25  3162hour the rate may be negotiable based on experience education geographic location and other factors  human resources representative job summaryobjectivethis position is responsible for supporting and coordinating hr programs and initiatives and serves as the initial point of contact for general hr topicsefforts support managers employees and contract resources in a facility that has a workforce of over 1700role responsibilities list essential functions in order of importance include percentage of time spent performing each function total should equal 100 hris and general support  40assists employees with issues regarding kronosresolves issues with new hires regarding access to systems payroll benefits etcworks with the hris team to process sap changesprovides backup administrative support to local recruiters by maintaining interviewing rooms greetingescorting candidates and ensuring interview guides are available for managers conducting interviewsserves as the first point of contact for local campus employees and contractors regarding general hr topics and inquiriesprovides support for annual bonus and merit planning and other hr projects as neededupdates job descriptions into current templates and saves to the common driveworks with hr team to post positions onboarding and offboarding activities  20conducts local campus new hire orientation for incoming ftes and interns prepares new hire and personnel announcements and completes i9 formsensures completion of new hire paperwork and creates sap position numbersprocesses termination paperwork including payroll termination checklist sap data change form and termination vehicle checklistprepares and sends termination information emails to separating employees years of experience minimum years of experience needed35 experience in a corporate environment preferred human resources educationskill setdesired not requiredbachelors degree in human resources or equivalentexperience working in an automotive environment strongly desired specialized skills knowledge or certifications unique to this role requiredability to multitask and handle both operational and project management requirements simultaneously desiredhuman resources professional certification if you are interested in this role then please click apply now for other opportunities available at akkodis or any questions please contact nandakini sajwan at 610484 2192 or nandakinisajwanakkodisgroupcom equal opportunity employerveteransdisabledbenefit offerings include medical dental vision term life insurance shortterm disability insurance additional voluntary benefits commuter benefits and a 401k plan our program provides employees the flexibility to choose the type of coverage that meets their individual needs available paid leave may include paid sick leave where required by law any other paid leave required by federal state or local law and holiday pay upon meeting eligibility criteriadisclaimer these benefit offerings do not apply to clientrecruited jobs and jobs which are direct hires to a client to read our candidate privacy information statement which explains how we will use your information please visit httpswwwakkodiscomenprivacypolicy the company will consider qualified applicants with arrest and conviction records,"['onboarding', 'interview coordination', 'data entry', 'communication', 'multi-tasking', 'problem solving', 'teamwork', 'attention to detail', 'adaptability', 'hris', 'kronos', 'sap', 'offboarding', 'human resources certification', 'project management', 'customer service']"
3903896684,hr,human resources business partner,description job description peacehealth is seeking an hr business partner to serve as a consultant and trusted advisor to business units leaders and caregivers on culture and people strategies related to improving organizational effectiveness and success this includes proactively identifying organizational issues assessing the impact of serviceline strategies on the organization and designing and implementing innovative and creative solutions with special emphasis on culture and people solutions that align organizational strategies with the mission and key objectives serves as a mentor and guide for leadership within the service lines what you will enjoy providing strategic partnership and input to leaders regarding overall culture and people strategies that support the culture ministry and strategic direction of the organization including the growth of the organization and alignment of caregiverspartnering with operating unit andor service line leadership to assess the effectiveness of the people strategies related to operations designing and implementing tailored solutions to support the organization in delivering results that are aligned with the mission strategies and organizational goals this includes identifying and assessing the leadership caregiver and team skills competencies and structures needed to deliver on strategies consulting with leaders on how to develop andor realign to meet those capabilities and monitoring progress to goals the hr partner has a shared responsibility with the service line leadership for achievement of desired resultsusing data and effective relationships with strategic partners within the organization quality finance people etc to both assess current state of operations and to monitor service line progress to goalsfacilitating dialogue and serves as a champion for organizational culture and strategies examples include culture of engagement safety compassion etcassessing and identifies areas requiring intervention and provides organizational development mediation change management and conflict resolution support to leadershipbuilding strong and trusting relationships with leadership and caregivers supporting and encouraging caregivers in linking their day today work with peacehealths mission and valuesproviding expert advice coaching and counsel to leaders and caregivers on culture and people programs policy and procedures employmentlabor laws communication  conflict resolution inspiration  engagement formation  development change management diversityinclusion ethics  and organizational development and design in alignment with our mission and strategic prioritiesin consultation with culture and people leadership collaborating for appropriate outcomes with leadership centers of expertise and the caregiver resource center which balance caregiver needs policies procedures compliance with regulatory standards and peacehealth mission values and strategies qualifications required unless otherwise stated bachelors degree or equivalent knowledge and skills obtained through a combination of education training and experiencemasters degree preferredminimum of 4 years human resources experiencerecent experience in the healthcare industry including an understanding of a shared services organization preferredexperience with progressive developmentknowledge of complex human resources service line support in a coe modelstrong employee and labor relations experience managing complex investigations grievances and impact bargaining participation preferredcertified professional human resources or certified senior professional human resources preferred additional skills knowledge of regulatory compliance federal and state laws with a working knowledge of multiple human resource disciplinesknowledge of employee  labor relationsmediation and conflict resolutions skillsinvestigation skillsknowledge of organizational and team dynamics and methods to support continued improvement in these areasability to develop and present concise informationexcellent verbal and written communication skillsunderstanding of operations within the healthcare industry preferredability to identify utilize and interpret workforcerelated metricsproficient in the use of ms office application as requiredproficient in the use of a major hris solution preferred working conditions consistently operates computer and other office equipmentexerting up to 10 pounds of force occasionally andor negligible amount of force frequently or constantly to lift carry push pull or otherwise move objectssedentary workpredominantly operates in an office environmentsome time spent on site in medicalhospital settingability to communicate and exchange accurate informationthe worker is required to have close visual acuity to perform an activity such as preparing and analyzing data and figures transcribing viewing a computer terminal extensive reading at peacehealth we carry on the healing mission of jesus christ by promoting personal and community health relieving pain and suffering and treating each person in a loving and caring way the fulfillment of this mission is our shared purpose it drives all that we are and all that we do caregivers of peacehealth embrace the spirit of these words and share our commitment to exceptional medicine and compassionate care and are willing to learn and grow as a member of the peacehealth family peacehealth is seeking a hr partner for a full time 100 fte day position the general salary range for this job opening at peacehealth is 4316  6475 the actual hiring rate is dependent upon several factors including but not limited to the jobposition responsibilities location terms of the applicable collective bargaining agreement education training work experience seniority work performance etc disclaimer the above information on this description has been designed to indicate the general nature and level of work performed within this job class it is not designed to contain or be interpreted as a comprehensive inventory of all duties responsibilities and qualifications required of caregivers assigned to this job peacehealth is committed to the overall wellbeing of our caregivers physical emotional financial social and spiritual we offer caregivers a competitive and comprehensive total rewards package some of the many benefits included in this package are full medicaldentalvision coverage 403b retirement plan employer base and matching contributions paid time off employerpaid life and disability insurance with additional buyup coverage options tuition and continuing education reimbursement wellness benefits and expanded eap and mental health program see how peacehealth is committed to for full consideration of your skills and abilities please attach a current resume with your application eeo affirmative action employervetsdisabled in accordance with applicable local state or federal laws peacehealth requires a completed primary vaccine series eg 2 dose monovalent pfizer moderna or novavax series or 1 dose jj vaccine series or be up to date receiving the most recent pfizermoderna bivalent vaccinebooster for covid19 vaccination prior to their start date peacehealth has a medical and religious exemption request process for those that are unable to receive the covid19 primary vaccine series due to medicalreligious reasons for caregivers that will be working in oregon there is a personal vaccine exemption form that may be requested,"['human resources', 'organizational development', 'data analysis', 'conflict resolution', 'employee relations', 'regulatory compliance', 'hris', 'ms office', 'team dynamics', 'communication', 'leadership', 'strategic thinking', 'relationship building', 'coaching', 'problem solving', 'mentoring', 'adaptability', 'collaboration', 'change management', 'mediation', 'investigation', 'cultural awareness']"
3884432431,hr,human resource manager,johnson feed inc is a family owned and operated business with 320 employees and five locations across sd and ia we offer a complete benefits package including competitive pay health insurance 401k with employer match profit sharing paid time off paid holidays and more we are an equal opportunity employer this position requires fulltime onsite presence in our canton sd office apply through linkedin or email your resume to josiejjohnsonfeedinccom job summarythe human resource manager is responsible for directing planning developing implementing and administrating most or all of the human resource functions including but not limited to recruitment onboarding employee relations employee benefits employee leaves of absence and compliance with federal and state hr laws responsibilitiesdevelop recommend and implement personnel policies and procedures prepare and maintain employee handbooksassist in developing and implementing a strategic recruitment plan to ensure the selection of highly qualified driversdevelop recommend and implement hiring and onboarding processes to ensure the organization attracts selects and integrates talent effectively and efficientlycoordinate daily benefits processing including but not limited to enrollments terminations event changes beneficiary elections and disability claimsmanage endtoend payroll processing for a subset of our employeescoordinate employee leaves of absence including but not limited to workers compensation fmla and ada leavesensure compliance with all company and government regulatory standardsprovide comprehensive human resource support to leadership team job requirementsbachelors degree5 years of related human resource experienceknowledge of employment law and employee benefit administrationdemonstrated strategic critical analytical and innovative thinking skillsproficient in microsoft office suiterecruitment experience is preferred but not requiredknowledge of the trucking industry is preferred but not required,"['human resource management', 'employee benefits administration', 'recruitment', 'microsoft office suite', 'strategic planning', 'analytical thinking', 'compliance management', 'onboarding processes', 'communication', 'problem solving', 'critical thinking', 'innovative thinking', 'team leadership', 'interpersonal skills', 'employment law', 'payroll processing']"
3904373238,hr,human resources generalist,at the heart of vibrant communities our company is not just a real estate leader were a team dedicated to extraordinary property management and a mission to serve were on the lookout for an exceptional hr generalist someone with a knack for payroll and a history of making things run smoothly if youre passionate about providing impeccable service and keen on making a real impact were talking to youwhat youll domaster payroll ensure everyone gets paid correctly and on time navigate through the maze of regulations with ease and be the goto for any payroll puzzleselevate hr operations from welcoming new faces to bidding farewell managing benefits and keeping records spotless  youre the backbone of the teamnavigate compliance keep us ahead of the curve on employment laws guide through the twists and turns of hr policies and handle the tricky stuff with gracemanage vendor relations be the hero liaison for our hr outsourcing and services ensuring smooth sailing and topnotch supportanalyze and report dive into data draw insights and report back on how we can grow stronger togetherwho you areyouve spent 4 years in hr with your hands deep in payroll intricaciesyoure a wizard with payrollhris systems like adp paychex or workdaynavigating payroll laws is your second naturereal estate sector experience thats a golden star on your resumedetailoriented a communication ace and a confidentiality championyoure a microsoft office maestro and maybe even have some hr certifications up your sleevewhy join usthis is more than a job  its a chance to shape vibrant communities and play a pivotal role in a leading real estate company we offer not just a job but a journey in innovation excellence and integrity if youre driven skilled in hr and payroll and ready to make a real difference in the real estate world your search ends hereexcited we thought you might be dive into this journey with us and lets create something great together apply now to be part of our dynamic team and leave your mark on the real estate sector,"['payroll', 'hris systems', 'compliance', 'data analysis', 'microsoft office', 'record keeping', 'communication', 'attention to detail', 'confidentiality', 'problem solving', 'teamwork', 'customer service', 'adaptability', 'hr certifications', 'vendor management', 'employment laws', 'real estate experience']"
3900945008,hr,senior human resources manager,location wisconsin overview our client a fortune 100 firm employing well over 200000 people in over 200 sites worldwide is seeking a senior human resources manager the ideal candidate will provide strategic counseling to the leadership team on all aspects of human resources heshe will implement manage and oversee of a wide range of human resources programs across all shifts and 300  employee manufacturing facility including but not limited to employee relations benefits recruiting human resource information systems compensation training employee retention and compliance with all applicable laws the sr hr manager will assist the plant manager and the corporate human resource team with the creation and implementation of strategic hr programs for the plant this position reports to the plant manager and will play an integral role on the site management team in helping to achieve business goals and objectives will work closely with the central hr team to ensure that the company principals and policies are maintained through the site responsibilities providing strategic counseling to the plant leadership team on various human resources topics to support moving the business forward you will be responsible for the success of employee relations recruitment and staffing at all levels workforce planning benefit administration hourly and nonexempt pay systems human resource information systems communications training and development discipline diversity programs and community relations with the assistance from the hr team responsible for the wage salary benefits and for overseeing the annual processes for exempt nonexempt and hourly employees for merit and bonus lead the development dissemination and interpretation of personnel policies and their implementation at the site providing consultation to the management team on leadership initiatives ensure that policies are applied in a consistent manner to ensure reduction of risk for the company and the employee provide independent insight into the impact of such initiatives on personnel oversee the development of a training procedure for the site with the training and development manger to establish and maintain associated training documentation work with management team to develop and deliver required training and employee growth programs for new and existing employees communicate and coordinate the delivery of benefits to site personnel oversee the employment process including recruitment selection placement development compensation corrective action discipline and termination including the use of temporary employees coordinate the employee performance appraisal merit increase and annual incentive programs requirements experience 10 years experience in human resources within manufacturing 4 years experience within hr managementleadership capacity travel for training and business meetings up to 10 education bachelors degree in human resources or a related field mba or equivalent preferred the client offers a competitive salary package that is dependent on qualifications and experience as well as a strong benefit package plus participation in a companywide bonus plan for immediate consideration and faster response please forward current resume to sbscientificsearchcom please include job 18641 in subject line please note that all candidates applying must be a us citizen or permanent resident client will not sponsor ind,"['human resources management', 'employee relations', 'recruitment', 'training and development', 'compensation management', 'hr information systems', 'workforce planning', 'policy development', 'compliance', 'performance appraisal', 'communication', 'leadership', 'problem solving', 'teamwork', 'consultation', 'insight', 'adaptability', 'benefit administration', 'strategic counseling', 'community relations', 'diversity awareness']"
